wall_clock,board_ms,seq,board_drops,pc_gaps,board_bad,board_miss,board_dspmax_us,srv_bad,free_heap,marker,event
17:28:24,1520858,0,56359,56359,0,0,0,0,173680,0,
17:28:25,1521860,0,56359,56359,0,0,0,0,175264,0,
17:28:26,1522861,0,56359,56359,0,0,0,0,173684,0,
17:28:27,1523863,0,56359,56359,0,0,0,0,175272,0,
17:28:28,1524864,0,56359,56359,0,0,0,0,173680,0,
17:28:29,1524864,30,56359,56359,0,0,0,0,173680,30,marker
17:28:29,1524864,0,56359,56359,0,0,0,0,173680,0,marker
17:28:29,1525865,0,56359,56359,0,0,0,0,175264,0,
17:28:30,1525865,40,56359,56359,0,0,0,0,175264,40,marker
17:28:30,1525865,0,56359,56359,0,0,0,0,175264,0,marker
17:28:30,1526869,0,56359,56359,0,0,0,0,172984,0,
17:28:31,1527872,0,56359,56359,0,0,0,0,175264,0,
17:28:32,1527872,20,56359,56359,0,0,0,0,175264,20,marker
17:28:32,1527872,0,56359,56359,0,0,0,0,175264,0,marker
17:28:32,1528874,0,56359,56359,0,0,0,0,173680,0,
17:28:33,1529875,0,56359,56359,0,0,0,0,175264,0,
17:28:34,1530876,0,56359,56359,0,0,0,0,173680,0,
17:28:35,1531878,0,56359,56359,0,0,0,0,173332,0,
17:28:36,1532880,0,56359,56359,0,0,0,0,173332,0,
17:28:37,1533882,0,56359,56359,0,0,0,0,172096,0,
17:28:38,1534884,0,56359,56359,0,0,0,0,175264,0,
17:28:39,1535886,0,56359,56359,0,0,0,0,173676,0,
17:28:40,1536888,0,56359,56359,0,0,0,0,170164,0,
17:28:41,1537890,0,56359,56359,0,0,0,0,172096,0,
17:28:42,1537890,30,56359,56359,0,0,0,0,172096,30,marker
17:28:42,1537890,0,56359,56359,0,0,0,0,172096,0,marker
17:28:42,1538893,0,56359,56359,0,0,0,0,173680,0,
17:28:42,1538893,40,56359,56359,0,0,0,0,173680,40,marker
17:28:43,1538893,0,56359,56359,0,0,0,0,173680,0,marker
17:28:43,1539894,0,56359,56359,0,0,0,0,175272,0,
17:28:44,1540895,0,56359,56359,0,0,0,0,173680,0,
17:28:45,1540895,21,56359,56359,0,0,0,0,173680,21,marker
17:28:45,1541897,0,56359,56359,0,0,0,0,172096,0,
17:28:46,1542898,0,56359,56359,0,0,0,0,173688,0,
17:28:47,1543900,0,56359,56359,0,0,0,0,175264,0,
17:28:48,1544901,0,56359,56359,0,0,0,0,173680,0,
17:28:49,1545903,0,56359,56359,0,0,0,0,173680,0,
17:28:50,1546906,0,56359,56359,0,0,0,0,172096,0,
17:28:51,1547909,0,56359,56359,0,0,0,0,165948,0,
17:28:52,1548911,0,56359,56359,0,0,0,0,173332,0,
17:28:53,1549913,0,56359,56359,0,0,0,0,161512,0,
17:28:54,1550914,0,56359,56359,0,0,0,0,171748,0,
17:28:55,1550914,30,56359,56359,0,0,0,0,171748,30,marker
17:28:55,1550914,40,56359,56359,0,0,0,0,171748,40,marker
17:28:55,1551916,0,56359,56359,0,0,0,0,173680,40,
17:28:56,1552918,0,56359,56359,0,0,0,0,175264,0,
17:28:57,1553921,0,56359,56359,0,0,0,0,171748,0,
17:28:58,1553921,20,56359,56359,0,0,0,0,171748,20,marker
17:28:58,1553921,0,56359,56359,0,0,0,0,171748,0,marker
17:28:58,1554924,0,56359,56359,0,0,0,0,175264,0,
17:28:59,1555926,0,56359,56359,0,0,0,0,173680,0,
17:29:00,1556927,0,56359,56359,0,0,0,0,175268,0,
17:29:01,1557928,0,56359,56359,0,0,0,0,173680,0,
17:29:02,1558929,0,56359,56359,0,0,0,0,173680,0,
17:29:03,1559930,0,56359,56359,0,0,0,0,172096,0,
17:29:04,1560931,0,56359,56359,0,0,0,0,173680,0,
17:29:05,1561933,0,56359,56359,0,0,0,0,175264,0,
17:29:06,1562934,0,56359,56359,0,0,0,0,173680,0,
17:29:07,1563936,0,56359,56359,0,0,0,0,172096,0,
17:29:08,1563936,30,56359,56359,0,0,0,0,172096,30,marker
17:29:08,1563936,0,56359,56359,0,0,0,0,172096,0,marker
17:29:08,1563936,40,56359,56359,0,0,0,0,172096,40,marker
17:29:08,1564937,0,56359,56359,0,0,0,0,173680,40,
17:29:08,1564937,0,56359,56359,0,0,0,0,173680,0,marker
17:29:09,1565939,0,56359,56359,0,0,0,0,171748,0,
17:29:10,1566941,0,56359,56359,0,0,0,0,173680,0,
17:29:11,1566941,21,56359,56359,0,0,0,0,173680,21,marker
17:29:11,1567944,0,56359,56359,0,0,0,0,175264,0,
17:29:12,1568945,0,56359,56359,0,0,0,0,173684,0,
17:29:13,1569946,0,56359,56359,0,0,0,0,171748,0,
17:29:14,1570948,0,56359,56359,0,0,0,0,175272,0,
17:29:15,1571949,0,56359,56359,0,0,0,0,175272,0,
17:29:16,1572950,0,56359,56359,0,0,0,0,173680,0,
